,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Can be used to estimate how strong lake erie is releasing toxins in that given day,,,,
42,-83.125,2018,268,5.472399474,0.0002762573979,,,,
42,-82.5,2018,268,8.577894418,0.0006898152741,,,,
42.5,-83.75,2018,268,2.511748936,0.00005953211722,,,,
42.5,-83.125,2018,268,3.749548613,0.0001317282725,,,,
42.5,-82.5,2018,268,6.040296996,0.0003466808918,,,,
41,-83.75,2018,269,1.223921792,0.00002331582923,,,,
41,-83.125,2018,269,1.398149799,0.00002875211091,,,,
41,-82.5,2018,269,1.802647901,0.00004298426162,,,,
41.5,-83.75,2018,269,1.192790409,0.00002346352085,,,,
41.5,-83.125,2018,269,2.049062677,0.00006274509841,,,,
41.5,-82.5,2018,269,3.920820627,0.0002017919047,,,,
42,-83.75,2018,269,1.452088598,0.00003675985777,,,,
42,-83.125,2018,269,2.721786844,0.0001137141708,,,,
42,-82.5,2018,269,4.47302514,0.0002751402309,,,,
42.5,-83.75,2018,269,1.42533634,0.0000378233931,,,,
42.5,-83.125,2018,269,1.696729721,0.00004938004577,,,,
42.5,-82.5,2018,269,2.308268986,0.00008109357082,,,,
41,-83.75,2018,270,0.02912800313,0.00000001813961095,,,,
41,-83.125,2018,270,0.04264022383,0.00000003710597089,,,,
41,-82.5,2018,270,0.06962394113,0.00000009345216195,,,,
41.5,-83.75,2018,270,0.03250799709,0.00000002323548482,,,,
41.5,-83.125,2018,270,0.06129386438,0.00000007664040363,,,,
41.5,-82.5,2018,270,0.1469206845,0.0000004045570541,,,,
42,-83.75,2018,270,0.05890747093,0.00000007687087941,,,,
42,-83.125,2018,270,0.1041234463,0.0000002157554925,,,,
42,-82.5,2018,270,0.1608320864,0.0000004844444623,,,,
42.5,-83.75,2018,270,0.08299750451,0.0000001575555355,,,,
42.5,-83.125,2018,270,0.06398259935,0.00000008709125405,,,,
42.5,-82.5,2018,270,0.08105765073,0.0000001316980425,,,,
41,-83.75,2018,271,0.5178502275,0.00000547047661,,,,
41,-83.125,2018,271,0.4634523401,0.000004286883569,,,,
41,-82.5,2018,271,0.4247524143,0.000003393455544,,,,
41.5,-83.75,2018,271,0.7550597563,0.00001194926865,,,,
41.5,-83.125,2018,271,1.086574933,0.00002248591712,,,,
41.5,-82.5,2018,271,1.592603708,0.00004275851193,,,,
42,-83.75,2018,271,0.9511009261,0.00001859001516,,,,
42,-83.125,2018,271,1.713691716,0.00005277047726,,,,
42,-82.5,2018,271,2.241018107,0.00008438234855,,,,
42.5,-83.75,2018,271,0.7619033785,0.00001213983912,,,,
42.5,-83.125,2018,271,0.9627095724,0.00001833971103,,,,
42.5,-82.5,2018,271,1.195884981,0.0000265030262,,,,
41,-83.75,2018,272,0.02877432371,0.00000002091606444,,,,
41,-83.125,2018,272,0.04678003065,0.00000005440734699,,,,
41,-82.5,2018,272,0.08537204201,0.0000001704290615,,,,
41.5,-83.75,2018,272,0.02793387583,0.00000002030514262,,,,
41.5,-83.125,2018,272,0.06283053968,0.00000009676652024,,,,
41.5,-82.5,2018,272,0.1487559708,0.0000005050262968,,,,
42,-83.75,2018,272,0.07047596494,0.0000001320973286,,,,
42,-83.125,2018,272,0.07895738706,0.0000001537203648,,,,
42,-82.5,2018,272,0.1434376079,0.0000004766377927,,,,
42.5,-83.75,2018,272,0.1373332555,0.0000005453364462,,,,
42.5,-83.125,2018,272,0.166969597,0.00000074782547,,,,
42.5,-82.5,2018,272,0.1790136119,0.0000008096977285,,,,
41,-83.75,2018,273,0.2257964111,0.0000008168694464,,,,
41,-83.125,2018,273,0.2633068631,0.000001122194067,,,,
41,-82.5,2018,273,0.2729827414,0.000001210630641,,,,
41.5,-83.75,2018,273,0.2000993741,0.0000006298342194,,,,
41.5,-83.125,2018,273,0.254961394,0.0000009817507469,,,,
41.5,-82.5,2018,273,0.3386096031,0.000001736217602,,,,
42,-83.75,2018,273,0.1486498605,0.0000003603624296,,,,
42,-83.125,2018,273,0.1222924449,0.0000002292200652,,,,
42,-82.5,2018,273,0.1519022465,0.0000003553740621,,,,
42.5,-83.75,2018,273,0.207323711,0.0000008316969761,,,,
42.5,-83.125,2018,273,0.1976341057,0.0000007075118765,,,,
42.5,-82.5,2018,273,0.172816212,0.0000005205420061,,,,
41,-83.75,2018,274,0.3469098741,0.000001508283456,,,,
41,-83.125,2018,274,0.4259814139,0.000002268087085,,,,
41,-82.5,2018,274,0.3944846003,0.000001947098418,,,,
41.5,-83.75,2018,274,0.1009852781,0.0000001317800104,,,,
41.5,-83.125,2018,274,0.1249041282,0.0000001949723933,,,,
41.5,-82.5,2018,274,0.191705509,0.0000004484934686,,,,
42,-83.75,2018,274,0.3280481584,0.000001542937121,,,,
42,-83.125,2018,274,0.5298858319,0.000003858453213,,,,
42,-82.5,2018,274,0.4432189128,0.000002588354782,,,,
42.5,-83.75,2018,274,0.5405168994,0.000004842171916,,,,
42.5,-83.125,2018,274,0.6184819461,0.000006046286883,,,,
42.5,-82.5,2018,274,0.8565997691,0.00001130359317,,,,
41,-83.75,2018,275,1.529221441,0.00002503438908,,,,
41,-83.125,2018,275,1.615326196,0.00002716363544,,,,
41,-82.5,2018,275,1.776422397,0.00003191765666,,,,
41.5,-83.75,2018,275,1.671008585,0.00003203854266,,,,
41.5,-83.125,2018,275,2.290944125,0.00005765240208,,,,
41.5,-82.5,2018,275,3.61629376,0.0001368865115,,,,
42,-83.75,2018,275,1.386583099,0.00002347332049,,,,
42,-83.125,2018,275,2.507544559,0.00007339353054,,,,
42,-82.5,2018,275,4.083573038,0.0001868508127,,,,
42.5,-83.75,2018,275,0.8156734887,0.000008816327841,,,,
42.5,-83.125,2018,275,1.12075591,0.00001644345322,,,,
42.5,-82.5,2018,275,1.657161338,0.00003429380834,,,,
41,-83.75,2018,276,1.96004917,0.00004133256865,,,,
41,-83.125,2018,276,1.664134519,0.00002990013764,,,,
41,-82.5,2018,276,0.9706108778,0.00001025335864,,,,
41.5,-83.75,2018,276,2.028775427,0.00004636283144,,,,
41.5,-83.125,2018,276,1.687137569,0.00003131894165,,,,
41.5,-82.5,2018,276,1.336571015,0.00001974664341,,,,
42,-83.75,2018,276,2.150509243,0.00005347799648,,,,
42,-83.125,2018,276,1.766915559,0.00003565305192,,,,
42,-82.5,2018,276,1.369451226,0.00002196882123,,,,
42.5,-83.75,2018,276,2.634421809,0.00008249374488,,,,
42.5,-83.125,2018,276,1.908521938,0.00004415009935,,,,
42.5,-82.5,2018,276,1.199067456,0.00001808697209,,,,
41,-83.75,2018,277,2.847774205,0.0001089364766,,,,
41,-83.125,2018,277,3.317255303,0.0001400167493,,,,
41,-82.5,2018,277,4.012417925,0.000191021082,,,,
41.5,-83.75,2018,277,3.053964153,0.0001369722797,,,,
41.5,-83.125,2018,277,4.268434779,0.0002461301367,,,,
41.5,-82.5,2018,277,6.746668599,0.0005611128057,,,,
42,-83.75,2018,277,2.985375569,0.0001400360583,,,,
42,-83.125,2018,277,4.489611206,0.0002902946547,,,,
42,-82.5,2018,277,7.158543247,0.0006844050941,,,,
42.5,-83.75,2018,277,2.530147681,0.0001084383801,,,,
42.5,-83.125,2018,277,3.070990961,0.0001535328979,,,,
42.5,-82.5,2018,277,4.730200714,0.0003387158512,,,,
41,-83.75,2018,278,0.151747804,0.000000326246683,,,,
41,-83.125,2018,278,0.1281320145,0.0000002371233993,,,,
41,-82.5,2018,278,0.117245406,0.0000002087750431,,,,
41.5,-83.75,2018,278,0.1462073484,0.0000003420508946,,,,
41.5,-83.125,2018,278,0.2202347557,0.0000007557195194,,,,
41.5,-82.5,2018,278,0.3402699934,0.000001811726879,,,,
42,-83.75,2018,278,0.2423234006,0.000001012254422,,,,
42,-83.125,2018,278,0.4148121812,0.000002818951479,,,,
42,-82.5,2018,278,0.5569972478,0.000005152163757,,,,
42.5,-83.75,2018,278,0.2934033732,0.000001651757693,,,,
42.5,-83.125,2018,278,0.3043826378,0.00000174535855,,,,
42.5,-82.5,2018,278,0.3828115325,0.000002787506853,,,,
41,-83.75,2018,279,1.657127598,0.0000248243166,,,,
41,-83.125,2018,279,2.002431621,0.00003669119111,,,,
41,-82.5,2018,279,2.052286816,0.00003884481771,,,,
41.5,-83.75,2018,279,1.169257538,0.00001244673385,,,,
41.5,-83.125,2018,279,1.526662595,0.00002162896562,,,,
41.5,-82.5,2018,279,2.30537226,0.00005015233884,,,,
42,-83.75,2018,279,1.190395025,0.00001376951685,,,,
42,-83.125,2018,279,1.37002851,0.00001847107148,,,,
42,-82.5,2018,279,1.667394847,0.00002729638118,,,,
42.5,-83.75,2018,279,1.133092841,0.0000134024149,,,,
42.5,-83.125,2018,279,1.163351913,0.00001417264075,,,,
42.5,-82.5,2018,279,1.199645977,0.00001504890213,,,,
41,-83.75,2018,280,0.2334891464,0.0000005660329301,,,,
41,-83.125,2018,280,0.2192028463,0.0000004828898719,,,,
41,-82.5,2018,280,0.1303337688,0.0000001676836213,,,,
41.5,-83.75,2018,280,0.4480043079,0.000002453052403,,,,
41.5,-83.125,2018,280,0.4810686656,0.000002733288402,,,,
41.5,-82.5,2018,280,0.4018485565,0.000001817604035,,,,
42,-83.75,2018,280,0.4752090819,0.000003201314919,,,,
42,-83.125,2018,280,0.8384144913,0.000009625919962,,,,
42,-82.5,2018,280,0.9590351536,0.00001203057105,,,,
42.5,-83.75,2018,280,0.3237634675,0.00000166009418,,,,
42.5,-83.125,2018,280,0.3814419233,0.000002268466298,,,,
42.5,-82.5,2018,280,0.4559869158,0.000003071822009,,,,
41,-83.75,2018,281,0.7185282223,0.000004925640099,,,,
41,-83.125,2018,281,1.007393659,0.000009618606241,,,,
41,-82.5,2018,281,0.8801814728,0.000007328744633,,,,
41.5,-83.75,2018,281,0.5964162139,0.000003514871247,,,,
41.5,-83.125,2018,281,0.8605262699,0.000007165087516,,,,
41.5,-82.5,2018,281,1.297288498,0.0000161555031,,,,
42,-83.75,2018,281,0.6522756202,0.00000435584727,,,,
42,-83.125,2018,281,0.8536164385,0.000007284290334,,,,
42,-82.5,2018,281,1.247428877,0.00001553458704,,,,
42.5,-83.75,2018,281,0.9152032481,0.000008807540238,,,,
42.5,-83.125,2018,281,0.8110336428,0.000006808641754,,,,
42.5,-82.5,2018,281,0.9708996067,0.000009868730941,,,,
41,-83.75,2018,282,1.653597993,0.00002780722132,,,,
41,-83.125,2018,282,2.131732576,0.00004637488544,,,,
41,-82.5,2018,282,1.796356686,0.00003248796943,,,,
41.5,-83.75,2018,282,1.183388537,0.00001410135579,,,,
41.5,-83.125,2018,282,1.819498615,0.00003312237739,,,,
41.5,-82.5,2018,282,2.491136727,0.00006084764155,,,,
42,-83.75,2018,282,0.918451758,0.000008428082153,,,,
42,-83.125,2018,282,1.389235532,0.00001913391981,,,,
42,-82.5,2018,282,2.275563347,0.00005043069859,,,,
42.5,-83.75,2018,282,0.9856511598,0.00000956041119,,,,
42.5,-83.125,2018,282,1.154444823,0.00001315544066,,,,
42.5,-82.5,2018,282,1.596372417,0.00002492128503,,,,
41,-83.75,2018,283,3.471476531,0.0001174210789,,,,
41,-83.125,2018,283,3.87713151,0.0001467599266,,,,
41,-82.5,2018,283,2.998866736,0.00008827393226,,,,
41.5,-83.75,2018,283,3.200143265,0.0001007680829,,,,
41.5,-83.125,2018,283,3.418636,0.0001143788351,,,,
41.5,-82.5,2018,283,3.856914168,0.0001452266158,,,,
42,-83.75,2018,283,2.884185695,0.00008298680495,,,,
42,-83.125,2018,283,3.008441289,0.00008956471155,,,,
42,-82.5,2018,283,3.763039303,0.0001394605998,,,,
42.5,-83.75,2018,283,3.183436079,0.0001019247651,,,,
42.5,-83.125,2018,283,2.852368378,0.00008160348672,,,,
42.5,-82.5,2018,283,2.844711307,0.00008138442535,,,,
41,-83.75,2018,284,1.689438636,0.00006843851834,,,,
41,-83.125,2018,284,1.683975414,0.00006174971874,,,,
41,-82.5,2018,284,1.940073444,0.00006779173743,,,,
41.5,-83.75,2018,284,2.098969631,0.0001064742037,,,,
41.5,-83.125,2018,284,3.540828917,0.0002591336603,,,,
41.5,-82.5,2018,284,6.183889115,0.000640077392,,,,
42,-83.75,2018,284,2.753936221,0.0001812962889,,,,
42,-83.125,2018,284,5.250137979,0.0005498513397,,,,
42,-82.5,2018,284,7.883292712,0.001051166843,,,,
42.5,-83.75,2018,284,2.937005974,0.0002158783393,,,,
42.5,-83.125,2018,284,3.585175551,0.0002932141303,,,,
42.5,-82.5,2018,284,4.544040808,0.0003972367016,,,,
41,-83.75,2018,285,0.2918726706,0.000002635803559,,,,
41,-83.125,2018,285,0.3022702661,0.000002795966974,,,,
41,-82.5,2018,285,0.3666439066,0.000004023578699,,,,
41.5,-83.75,2018,285,0.2515179377,0.000001992777451,,,,
41.5,-83.125,2018,285,0.528268404,0.00000802364529,,,,
41.5,-82.5,2018,285,1.131009342,0.00003272883799,,,,
42,-83.75,2018,285,0.2558268554,0.000002043866101,,,,
42,-83.125,2018,285,0.6501648918,0.00001168175982,,,,
42,-82.5,2018,285,1.21801826,0.00003835370944,,,,
42.5,-83.75,2018,285,0.2254930382,0.000001713195598,,,,
42.5,-83.125,2018,285,0.384030336,0.000004888015613,,,,
42.5,-82.5,2018,285,0.6530785648,0.00001385816405,,,,
41,-83.75,2018,286,0.1581003772,0.0000008417865476,,,,
41,-83.125,2018,286,0.1739108159,0.000000997220905,,,,
41,-82.5,2018,286,0.2647032743,0.000002204025829,,,,
41.5,-83.75,2018,286,0.1681542749,0.0000009379532182,,,,
41.5,-83.125,2018,286,0.3571211928,0.000003801551238,,,,
41.5,-82.5,2018,286,0.8194579627,0.00001738869332,,,,
42,-83.75,2018,286,0.190059674,0.000001161349782,,,,
42,-83.125,2018,286,0.4528867992,0.000005764434572,,,,
42,-82.5,2018,286,0.8601198816,0.00001894456328,,,,
42.5,-83.75,2018,286,0.1602765145,0.0000008775957775,,,,
42.5,-83.125,2018,286,0.2308730294,0.00000176891998,,,,
42.5,-82.5,2018,286,0.3343321097,0.000003558961695,,,,
41,-83.75,2018,287,0.1287606412,0.0000004052879141,,,,
41,-83.125,2018,287,0.1687197816,0.0000007047909716,,,,
41,-82.5,2018,287,0.154765982,0.0000006021015285,,,,
41.5,-83.75,2018,287,0.1090314794,0.0000003071064494,,,,
41.5,-83.125,2018,287,0.2324193233,0.000001308438963,,,,
41.5,-82.5,2018,287,0.4525691923,0.000004671843457,,,,
42,-83.75,2018,287,0.1558618787,0.0000006445538566,,,,
42,-83.125,2018,287,0.3921694522,0.000003656507635,,,,
42,-82.5,2018,287,0.618186432,0.000008635600472,,,,
42.5,-83.75,2018,287,0.1703559913,0.0000008248441378,,,,
42.5,-83.125,2018,287,0.232135571,0.000001444139736,,,,
42.5,-82.5,2018,287,0.3205806102,0.000002604054771,,,,
41,-83.75,2018,288,0.7257987423,0.00001356097625,,,,
41,-83.125,2018,288,0.8068138228,0.00001607454244,,,,
41,-82.5,2018,288,1.148609126,0.00002994850013,,,,
41.5,-83.75,2018,288,0.8744538494,0.00002060079009,,,,
41.5,-83.125,2018,288,1.641207111,0.00006545979741,,,,
41.5,-82.5,2018,288,3.462985262,0.0002501491479,,,,
42,-83.75,2018,288,1.156589603,0.00003744237088,,,,
42,-83.125,2018,288,2.499880463,0.0001509766957,,,,
42,-82.5,2018,288,4.287667949,0.0003920997857,,,,
42.5,-83.75,2018,288,1.180714265,0.00004260854277,,,,
42.5,-83.125,2018,288,1.53275859,0.00006669869896,,,,
42.5,-82.5,2018,288,2.05703158,0.0001068920202,,,,
41,-83.75,2018,289,0.4616605898,0.000008794679156,,,,
41,-83.125,2018,289,0.4091764411,0.000006743744667,,,,
41,-82.5,2018,289,0.3585719321,0.000004903681646,,,,
41.5,-83.75,2018,289,0.6607270928,0.00001847364066,,,,
41.5,-83.125,2018,289,1.123391841,0.00004621742592,,,,
41.5,-82.5,2018,289,1.777947532,0.00009782371255,,,,
42,-83.75,2018,289,0.9127581924,0.00003364833212,,,,
42,-83.125,2018,289,1.94013368,0.0001243208918,,,,
42,-82.5,2018,289,2.80596417,0.0002353275051,,,,
42.5,-83.75,2018,289,0.9618238396,0.00003737603221,,,,
42.5,-83.125,2018,289,1.155328608,0.00005207754891,,,,
42.5,-82.5,2018,289,1.285183124,0.00006058341779,,,,
41,-83.75,2018,290,1.022556455,0.00003830004445,,,,
41,-83.125,2018,290,1.079685424,0.00004239656947,,,,
41,-82.5,2018,290,1.547392085,0.00008274983447,,,,
41.5,-83.75,2018,290,0.9594440842,0.00003407151377,,,,
41.5,-83.125,2018,290,1.946030822,0.0001241364612,,,,
41.5,-82.5,2018,290,4.58056759,0.0005801831255,,,,
42,-83.75,2018,290,1.081537269,0.00004137226162,,,,
42,-83.125,2018,290,2.459416659,0.0001815596365,,,,
42,-82.5,2018,290,4.64323287,0.0005773155514,,,,
42.5,-83.75,2018,290,0.8364454881,0.00002604662914,,,,
42.5,-83.125,2018,290,1.085460381,0.00004218049135,,,,
42.5,-82.5,2018,290,1.634442572,0.00008824038155,,,,
41,-83.75,2018,291,0.02136932365,0.00000001949987493,,,,
41,-83.125,2018,291,0.03971821722,0.0000000680216611,,,,
41,-82.5,2018,291,0.085538335,0.0000003062193526,,,,
41.5,-83.75,2018,291,0.0448517732,0.00000008842456598,,,,
41.5,-83.125,2018,291,0.1413011917,0.0000007881685292,,,,
41.5,-82.5,2018,291,0.4593477126,0.000007269450102,,,,
42,-83.75,2018,291,0.0963786465,0.0000004026012792,,,,
42,-83.125,2018,291,0.3221774972,0.000003867565671,,,,
42,-82.5,2018,291,0.6896143624,0.00001624625557,,,,
42.5,-83.75,2018,291,0.1117561281,0.0000005676188023,,,,
42.5,-83.125,2018,291,0.1926764314,0.000001644194047,,,,
42.5,-82.5,2018,291,0.2909107593,0.000003570160247,,,,
41,-83.75,2018,292,1.182004975,0.00004690020634,,,,
41,-83.125,2018,292,1.143700036,0.0000444436576,,,,
41,-82.5,2018,292,1.039123136,0.00003650623308,,,,
41.5,-83.75,2018,292,1.632318813,0.00008770789004,,,,
41.5,-83.125,2018,292,2.492233474,0.0001871905371,,,,
41.5,-82.5,2018,292,3.907570969,0.0004076450186,,,,
42,-83.75,2018,292,2.14676123,0.0001438740914,,,,
42,-83.125,2018,292,3.885415688,0.0004085163257,,,,
42,-82.5,2018,292,5.975449908,0.0008935501563,,,,
42.5,-83.75,2018,292,2.078292983,0.0001355952836,,,,
42.5,-83.125,2018,292,2.58709373,0.0002010990586,,,,
42.5,-82.5,2018,292,3.16557156,0.0002871368279,,,,
41,-83.75,2018,293,3.566253654,0.000363371208,,,,
41,-83.125,2018,293,3.41693177,0.0003240649734,,,,
41,-82.5,2018,293,3.63924866,0.000345149713,,,,
41.5,-83.75,2018,293,3.045394038,0.0002618606779,,,,
41.5,-83.125,2018,293,4.469356559,0.0005233230903,,,,
41.5,-82.5,2018,293,7.823774593,0.001426731292,,,,
42,-83.75,2018,293,2.794981413,0.0002191185577,,,,
42,-83.125,2018,293,4.807500303,0.0005845078423,,,,
42,-82.5,2018,293,7.798954875,0.001408074635,,,,
42.5,-83.75,2018,293,2.068558367,0.0001266584084,,,,
42.5,-83.125,2018,293,2.505808913,0.0001786504181,,,,
42.5,-82.5,2018,293,3.643508838,0.000349745166,,,,
41,-83.75,2018,294,0.1402658323,0.0000009042454605,,,,
41,-83.125,2018,294,0.1770828905,0.000001438432429,,,,
41,-82.5,2018,294,0.3357263329,0.00000502929092,,,,
41.5,-83.75,2018,294,0.1475304844,0.0000009938605105,,,,
41.5,-83.125,2018,294,0.3925615599,0.000006340291957,,,,
41.5,-82.5,2018,294,1.112587945,0.00004483807618,,,,
42,-83.75,2018,294,0.225909789,0.000002243314207,,,,
42,-83.125,2018,294,0.6115968638,0.00001423449169,,,,
42,-82.5,2018,294,1.340081981,0.00006317134499,,,,
42.5,-83.75,2018,294,0.2182892973,0.000002150773753,,,,
42.5,-83.125,2018,294,0.3087238543,0.000004192061497,,,,
42.5,-82.5,2018,294,0.5883266213,0.00001463026913,,,,
41,-83.75,2018,295,0.4811877974,0.000007511917724,,,,
41,-83.125,2018,295,0.5437108686,0.000009578204893,,,,
41,-82.5,2018,295,0.5707573524,0.00001066415034,,,,
41.5,-83.75,2018,295,0.3050868362,0.000003101062024,,,,
41.5,-83.125,2018,295,0.5224702922,0.000008324815812,,,,
41.5,-82.5,2018,295,0.9202396076,0.00002399405977,,,,
42,-83.75,2018,295,0.2344305071,0.00000181134534,,,,
42,-83.125,2018,295,0.4543811947,0.000006082489645,,,,
42,-82.5,2018,295,0.7723748584,0.000017011936,,,,
42.5,-83.75,2018,295,0.1831900489,0.000001149876777,,,,
42.5,-83.125,2018,295,0.2142546049,0.000001520491881,,,,
42.5,-82.5,2018,295,0.2784885732,0.000002494814777,,,,
41,-83.75,2018,296,0.5790267078,0.00001047197482,,,,
41,-83.125,2018,296,0.5728971585,0.00001002594938,,,,
41,-82.5,2018,296,0.7033319863,0.00001437263665,,,,
41.5,-83.75,2018,296,0.6567265212,0.00001359050138,,,,
41.5,-83.125,2018,296,1.034687011,0.0000308038066,,,,
41.5,-82.5,2018,296,2.025312243,0.0001047391407,,,,
42,-83.75,2018,296,0.9261987851,0.00002664955938,,,,
42,-83.125,2018,296,1.750250143,0.00008581445913,,,,
42,-82.5,2018,296,2.49747796,0.0001593130347,,,,
42.5,-83.75,2018,296,0.9636007334,0.0000300062004,,,,
42.5,-83.125,2018,296,1.096921455,0.00003791754066,,,,
42.5,-82.5,2018,296,1.099195948,0.00003558436131,,,,
41,-83.75,2018,297,0.08989378777,0.0000003218114719,,,,
41,-83.125,2018,297,0.1066755687,0.0000004367131663,,,,
41,-82.5,2018,297,0.1526555625,0.0000008436592104,,,,
41.5,-83.75,2018,297,0.07745207372,0.0000002437887005,,,,
41.5,-83.125,2018,297,0.1193697497,0.0000005241697196,,,,
41.5,-82.5,2018,297,0.3642447821,0.000004308349252,,,,
42,-83.75,2018,297,0.114779082,0.0000005346236107,,,,
42,-83.125,2018,297,0.2152709594,0.000001663307622,,,,
42,-82.5,2018,297,0.4955112976,0.00000778851449,,,,
42.5,-83.75,2018,297,0.1103341467,0.0000005139197744,,,,
42.5,-83.125,2018,297,0.16384365,0.000001056243522,,,,
42.5,-82.5,2018,297,0.2690724566,0.000002569106909,,,,
41,-83.75,2018,298,0.04142613294,0.00000006466521485,,,,
41,-83.125,2018,298,0.0267254461,0.00000002635736329,,,,
41,-82.5,2018,298,0.008564458942,0.000000002648707217,,,,
41.5,-83.75,2018,298,0.02424313841,0.00000002212228026,,,,
41.5,-83.125,2018,298,0.02149083945,0.00000001615278463,,,,
41.5,-82.5,2018,298,0.007852772571,0.000000002080883501,,,,
42,-83.75,2018,298,0.01550911002,0.000000008996011725,,,,
42,-83.125,2018,298,0.0175640268,0.00000001055831555,,,,
42,-82.5,2018,298,0.007304540082,0.000000001807584808,,,,
42.5,-83.75,2018,298,0.01647583704,0.00000001044188412,,,,
42.5,-83.125,2018,298,0.0129269237,0.000000006118393119,,,,
42.5,-82.5,2018,298,0.008040056276,0.000000002329182594,,,,
41,-83.75,2018,299,0.3289713373,0.00000316588506,,,,
41,-83.125,2018,299,0.2818103668,0.000002308128577,,,,
41,-82.5,2018,299,0.3039186284,0.00000270079319,,,,
41.5,-83.75,2018,299,0.4561859659,0.000005976671998,,,,
41.5,-83.125,2018,299,0.6823744578,0.00001266716255,,,,
41.5,-82.5,2018,299,1.058412807,0.00002993506602,,,,
42,-83.75,2018,299,0.5968054255,0.000009902420813,,,,
42,-83.125,2018,299,1.129453241,0.00003362510484,,,,
42,-82.5,2018,299,1.523063185,0.0000607476088,,,,
42.5,-83.75,2018,299,0.4474315253,0.000005989459183,,,,
42.5,-83.125,2018,299,0.5770676233,0.000009704079946,,,,
42.5,-82.5,2018,299,0.6757836517,0.00001337850036,,,,
41,-83.75,2018,300,0.374041062,0.000003772564312,,,,
41,-83.125,2018,300,0.3506833083,0.000003321971811,,,,
41,-82.5,2018,300,0.2737661684,0.000001976489038,,,,
41.5,-83.75,2018,300,0.4135481002,0.000004607458683,,,,
41.5,-83.125,2018,300,0.5058608884,0.000006627482721,,,,
41.5,-82.5,2018,300,0.5783491995,0.000008251505123,,,,
42,-83.75,2018,300,0.5606012413,0.000008632621454,,,,
42,-83.125,2018,300,0.8372194979,0.00001798847699,,,,
42,-82.5,2018,300,0.9597106525,0.00002247266139,,,,
42.5,-83.75,2018,300,0.4862890743,0.000006841172669,,,,
42.5,-83.125,2018,300,0.5764526734,0.000009310331479,,,,
42.5,-82.5,2018,300,0.8251291563,0.0000183993969,,,,
41,-83.75,2018,301,1.625522823,0.00006896194309,,,,
41,-83.125,2018,301,1.743904141,0.00007900247247,,,,
41,-82.5,2018,301,1.591265715,0.00006513010919,,,,
41.5,-83.75,2018,301,1.102593798,0.00003154413681,,,,
41.5,-83.125,2018,301,1.635289422,0.00006762404341,,,,
41.5,-82.5,2018,301,2.499413549,0.0001516433365,,,,
42,-83.75,2018,301,0.5730479493,0.000008763888352,,,,
42,-83.125,2018,301,0.9715248521,0.00002415948817,,,,
42,-82.5,2018,301,1.376704261,0.0000473317666,,,,
42.5,-83.75,2018,301,0.2600514833,0.000001992481607,,,,
42.5,-83.125,2018,301,0.3106336222,0.000002805227379,,,,
42.5,-82.5,2018,301,0.3130430287,0.000002826985916,,,,
41,-83.75,2018,302,0.3943285016,0.000004393327591,,,,
41,-83.125,2018,302,0.4311706636,0.000005252775922,,,,
41,-82.5,2018,302,0.6559366687,0.00001209748118,,,,
41.5,-83.75,2018,302,0.2760394689,0.000002168880859,,,,
41.5,-83.125,2018,302,0.5474184932,0.000008429622129,,,,
41.5,-82.5,2018,302,1.49840061,0.00006007469785,,,,
42,-83.75,2018,302,0.3630426485,0.000003953948663,,,,
42,-83.125,2018,302,0.8647677312,0.00002137676394,,,,
42,-82.5,2018,302,1.962075638,0.0001059286547,,,,
42.5,-83.75,2018,302,0.4261650212,0.000005745664787,,,,
42.5,-83.125,2018,302,0.6713426163,0.00001433488972,,,,
42.5,-82.5,2018,302,1.018761129,0.00003225818053,,,,
41,-83.75,2018,303,0.79845028,0.00001683733322,,,,
41,-83.125,2018,303,0.7942723602,0.00001674923127,,,,
41,-82.5,2018,303,0.4351636849,0.000004958894455,,,,
41.5,-83.75,2018,303,0.6728150388,0.00001146620267,,,,
41.5,-83.125,2018,303,0.7282088547,0.00001299840314,,,,
41.5,-82.5,2018,303,0.7356669463,0.00001270512189,,,,
42,-83.75,2018,303,0.7458689142,0.00001384583298,,,,
42,-83.125,2018,303,0.7926368842,0.00001500269603,,,,
42,-82.5,2018,303,0.8308057375,0.0000160319061,,,,
42.5,-83.75,2018,303,0.7449654925,0.00001410039207,,,,
42.5,-83.125,2018,303,0.6513393006,0.00001073489452,,,,
42.5,-82.5,2018,303,0.5149395248,0.000006601929433,,,,
41,-83.75,2018,304,1.13126117,0.00002141203344,,,,
41,-83.125,2018,304,1.454812699,0.0000357481604,,,,
41,-82.5,2018,304,1.631278264,0.00004613740708,,,,
41.5,-83.75,2018,304,0.7456135999,0.000009909845561,,,,
41.5,-83.125,2018,304,1.094330716,0.0000212530181,,,,
41.5,-82.5,2018,304,1.99330183,0.00007078558495,,,,
42,-83.75,2018,304,0.6002719117,0.000007100118298,,,,
42,-83.125,2018,304,0.7887040135,0.00001197929158,,,,
42,-82.5,2018,304,1.838046815,0.00006251039447,,,,
42.5,-83.75,2018,304,0.4266527275,0.000003852956754,,,,
42.5,-83.125,2018,304,0.5238825487,0.000005662462202,,,,
42.5,-82.5,2018,304,0.8798806145,0.00001529677072,,,,
41,-83.75,2018,305,1.845113029,0.00009135254454,,,,
41,-83.125,2018,305,1.502935313,0.00005659089102,,,,
