-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,WS10M
41.5,-83.125,2025,245,2
41.5,-82.5,2025,245,2.31
42,-83.75,2025,245,1.98
42,-83.125,2025,245,2.36
42,-82.5,2025,245,2.02
42.5,-83.75,2025,245,1.64
42.5,-83.125,2025,245,2.07
42.5,-82.5,2025,245,2.32
41,-83.75,2025,246,4.46
41,-83.125,2025,246,4.43
41,-82.5,2025,246,4.29
41.5,-83.75,2025,246,4.47
41.5,-83.125,2025,246,4.66
41.5,-82.5,2025,246,4.88
42,-83.75,2025,246,4.81
42,-83.125,2025,246,5.08
42,-82.5,2025,246,5.2
42.5,-83.75,2025,246,5.1
42.5,-83.125,2025,246,5.28
42.5,-82.5,2025,246,5.39
41,-83.75,2025,247,3.4
41,-83.125,2025,247,3.5
41,-82.5,2025,247,3.52
41.5,-83.75,2025,247,3.12
41.5,-83.125,2025,247,3.17
41.5,-82.5,2025,247,3.45
42,-83.75,2025,247,3.51
42,-83.125,2025,247,3.65
42,-82.5,2025,247,3.77
42.5,-83.75,2025,247,3.6
42.5,-83.125,2025,247,3.92
42.5,-82.5,2025,247,4.21
41,-83.75,2025,248,6.05
41,-83.125,2025,248,6.05
41,-82.5,2025,248,6.08
41.5,-83.75,2025,248,6.24
41.5,-83.125,2025,248,6.86
41.5,-82.5,2025,248,7.66
42,-83.75,2025,248,6.63
42,-83.125,2025,248,7.68
42,-82.5,2025,248,8.28
42.5,-83.75,2025,248,6.87
42.5,-83.125,2025,248,6.97
42.5,-82.5,2025,248,7.1
41,-83.75,2025,249,3.95
41,-83.125,2025,249,3.75
41,-82.5,2025,249,3.65
41.5,-83.75,2025,249,4.06
41.5,-83.125,2025,249,4.37
41.5,-82.5,2025,249,4.72
42,-83.75,2025,249,4.32
42,-83.125,2025,249,4.87
42,-82.5,2025,249,4.96
42.5,-83.75,2025,249,4.38
42.5,-83.125,2025,249,4.34
42.5,-82.5,2025,249,4.17
41,-83.75,2025,250,2.41
41,-83.125,2025,250,2.29
41,-82.5,2025,250,2.53
41.5,-83.75,2025,250,2.84
41.5,-83.125,2025,250,2.84
41.5,-82.5,2025,250,3.2
42,-83.75,2025,250,2.99
42,-83.125,2025,250,3.32
42,-82.5,2025,250,3.73
42.5,-83.75,2025,250,2.99
42.5,-83.125,2025,250,3.24
42.5,-82.5,2025,250,3.57
41,-83.75,2025,251,1.82
41,-83.125,2025,251,2.16
41,-82.5,2025,251,1.81
41.5,-83.75,2025,251,2.14
41.5,-83.125,2025,251,2.76
41.5,-82.5,2025,251,2.86
42,-83.75,2025,251,2.64
42,-83.125,2025,251,3.1
42,-82.5,2025,251,3.04
42.5,-83.75,2025,251,2.38
42.5,-83.125,2025,251,2.6
42.5,-82.5,2025,251,2.54
41,-83.75,2025,252,2.44
41,-83.125,2025,252,2.35
41,-82.5,2025,252,2.39
41.5,-83.75,2025,252,2.38
41.5,-83.125,2025,252,2.81
41.5,-82.5,2025,252,3.41
42,-83.75,2025,252,2.76
42,-83.125,2025,252,3.5
42,-82.5,2025,252,3.87
42.5,-83.75,2025,252,3.03
42.5,-83.125,2025,252,3.3
42.5,-82.5,2025,252,3.53
41,-83.75,2025,253,1.69
41,-83.125,2025,253,1.86
41,-82.5,2025,253,2.07
41.5,-83.75,2025,253,1.53
41.5,-83.125,2025,253,1.93
41.5,-82.5,2025,253,2.1
42,-83.75,2025,253,1.31
42,-83.125,2025,253,1.43
42,-82.5,2025,253,1.46
42.5,-83.75,2025,253,1.52
42.5,-83.125,2025,253,1.27
42.5,-82.5,2025,253,1.38
41,-83.75,2025,254,2.65
41,-83.125,2025,254,2.91
41,-82.5,2025,254,2.92
41.5,-83.75,2025,254,2.34
41.5,-83.125,2025,254,2.46
41.5,-82.5,2025,254,2.42
42,-83.75,2025,254,2.11
42,-83.125,2025,254,2.28
42,-82.5,2025,254,2.35
42.5,-83.75,2025,254,2.55
42.5,-83.125,2025,254,2.76
42.5,-82.5,2025,254,3.09
41,-83.75,2025,255,2.4
41,-83.125,2025,255,2.49
41,-82.5,2025,255,2.45
41.5,-83.75,2025,255,2.55
41.5,-83.125,2025,255,2.56
41.5,-82.5,2025,255,2.47
42,-83.75,2025,255,2.43
42,-83.125,2025,255,2.67
42,-82.5,2025,255,2.38
42.5,-83.75,2025,255,1.98
42.5,-83.125,2025,255,2.28
42.5,-82.5,2025,255,2.04
41,-83.75,2025,256,2.16
41,-83.125,2025,256,2.4
41,-82.5,2025,256,2.52
41.5,-83.75,2025,256,2.2
41.5,-83.125,2025,256,2.44
41.5,-82.5,2025,256,2.49
42,-83.75,2025,256,2.24
42,-83.125,2025,256,2.26
42,-82.5,2025,256,2.05
42.5,-83.75,2025,256,2.31
42.5,-83.125,2025,256,2.07
42.5,-82.5,2025,256,1.74
41,-83.75,2025,257,3.47
41,-83.125,2025,257,3.47
41,-82.5,2025,257,3.31
41.5,-83.75,2025,257,3.32
41.5,-83.125,2025,257,3.25
41.5,-82.5,2025,257,3.24
42,-83.75,2025,257,2.89
42,-83.125,2025,257,2.85
42,-82.5,2025,257,2.7
42.5,-83.75,2025,257,2.49
42.5,-83.125,2025,257,2.34
42.5,-82.5,2025,257,2.18
41,-83.75,2025,258,3.61
41,-83.125,2025,258,3.72
41,-82.5,2025,258,3.67
41.5,-83.75,2025,258,3.65
41.5,-83.125,2025,258,3.9
41.5,-82.5,2025,258,4.36
42,-83.75,2025,258,3.21
42,-83.125,2025,258,3.75
42,-82.5,2025,258,4.24
42.5,-83.75,2025,258,2.65
42.5,-83.125,2025,258,3
42.5,-82.5,2025,258,3.33
41,-83.75,2025,259,2.55
41,-83.125,2025,259,2.45
41,-82.5,2025,259,2.48
41.5,-83.75,2025,259,2.85
41.5,-83.125,2025,259,2.95
41.5,-82.5,2025,259,2.89
42,-83.75,2025,259,2.58
42,-83.125,2025,259,2.87
42,-82.5,2025,259,2.97
42.5,-83.75,2025,259,2.62
42.5,-83.125,2025,259,2.71
42.5,-82.5,2025,259,2.55
41,-83.75,2025,260,2.3
41,-83.125,2025,260,2.43
41,-82.5,2025,260,2.5
41.5,-83.75,2025,260,2.08
41.5,-83.125,2025,260,2.06
41.5,-82.5,2025,260,1.75
42,-83.75,2025,260,1.63
42,-83.125,2025,260,1.89
42,-82.5,2025,260,1.69
42.5,-83.75,2025,260,1.53
42.5,-83.125,2025,260,1.24
42.5,-82.5,2025,260,1.13
41,-83.75,2025,261,1.42
41,-83.125,2025,261,1.63
41,-82.5,2025,261,1.54
41.5,-83.75,2025,261,1.33
41.5,-83.125,2025,261,1.51
41.5,-82.5,2025,261,1.12
42,-83.75,2025,261,1.7
42,-83.125,2025,261,1.48
42,-82.5,2025,261,1.4
42.5,-83.75,2025,261,2.04
42.5,-83.125,2025,261,2.02
42.5,-82.5,2025,261,1.98
41,-83.75,2025,262,2.18
41,-83.125,2025,262,2.36
41,-82.5,2025,262,2.29
41.5,-83.75,2025,262,2.84
41.5,-83.125,2025,262,2.88
41.5,-82.5,2025,262,3.04
42,-83.75,2025,262,3.34
42,-83.125,2025,262,3.78
42,-82.5,2025,262,3.71
42.5,-83.75,2025,262,3.32
42.5,-83.125,2025,262,3.53
42.5,-82.5,2025,262,3.52
41,-83.75,2025,263,3.3
41,-83.125,2025,263,3.23
41,-82.5,2025,263,2.94
41.5,-83.75,2025,263,4.23
41.5,-83.125,2025,263,4.38
41.5,-82.5,2025,263,5.02
42,-83.75,2025,263,4.38
42,-83.125,2025,263,5.37
42,-82.5,2025,263,6.04
42.5,-83.75,2025,263,4.45
42.5,-83.125,2025,263,4.58
42.5,-82.5,2025,263,4.87
41,-83.75,2025,264,3.64
41,-83.125,2025,264,4.22
41,-82.5,2025,264,4.1
41.5,-83.75,2025,264,2.85
41.5,-83.125,2025,264,3.64
41.5,-82.5,2025,264,4.22
42,-83.75,2025,264,2.42
42,-83.125,2025,264,3.29
42,-82.5,2025,264,3.81
42.5,-83.75,2025,264,2.63
42.5,-83.125,2025,264,2.85
42.5,-82.5,2025,264,3.43
41,-83.75,2025,265,2.87
41,-83.125,2025,265,3.21
41,-82.5,2025,265,3.7
41.5,-83.75,2025,265,2.98
41.5,-83.125,2025,265,3.48
41.5,-82.5,2025,265,4.44
42,-83.75,2025,265,3.32
42,-83.125,2025,265,3.81
42,-82.5,2025,265,4.63
42.5,-83.75,2025,265,3.52
42.5,-83.125,2025,265,3.53
42.5,-82.5,2025,265,3.85
41,-83.75,2025,266,1.86
41,-83.125,2025,266,2.15
41,-82.5,2025,266,2.48
41.5,-83.75,2025,266,2.05
41.5,-83.125,2025,266,2.02
41.5,-82.5,2025,266,1.94
42,-83.75,2025,266,1.95
42,-83.125,2025,266,1.54
42,-82.5,2025,266,1.39
42.5,-83.75,2025,266,2.49
42.5,-83.125,2025,266,1.99
42.5,-82.5,2025,266,1.71
41,-83.75,2025,267,1.74
41,-83.125,2025,267,1.95
41,-82.5,2025,267,2.08
41.5,-83.75,2025,267,2.27
41.5,-83.125,2025,267,2.05
41.5,-82.5,2025,267,2.35
42,-83.75,2025,267,2.27
42,-83.125,2025,267,2.14
42,-82.5,2025,267,2.24
42.5,-83.75,2025,267,2.2
42.5,-83.125,2025,267,2.35
42.5,-82.5,2025,267,2.3
41,-83.75,2025,268,2.43
41,-83.125,2025,268,2.26
41,-82.5,2025,268,2.08
41.5,-83.75,2025,268,2.49
41.5,-83.125,2025,268,2.19
41.5,-82.5,2025,268,1.96
42,-83.75,2025,268,2.76
42,-83.125,2025,268,2.6
42,-82.5,2025,268,2.21
42.5,-83.75,2025,268,3.11
42.5,-83.125,2025,268,2.83
42.5,-82.5,2025,268,2.31
41,-83.75,2025,269,1.57
41,-83.125,2025,269,1.74
41,-82.5,2025,269,1.92
41.5,-83.75,2025,269,1.94
41.5,-83.125,2025,269,1.97
41.5,-82.5,2025,269,1.88
42,-83.75,2025,269,2.08
42,-83.125,2025,269,2.4
42,-82.5,2025,269,2.29
42.5,-83.75,2025,269,2.19
42.5,-83.125,2025,269,2.24
42.5,-82.5,2025,269,2.08
41,-83.75,2025,270,1.78
41,-83.125,2025,270,1.74
41,-82.5,2025,270,1.63
41.5,-83.75,2025,270,2.67
41.5,-83.125,2025,270,2.54
41.5,-82.5,2025,270,2.52
42,-83.75,2025,270,3.23
42,-83.125,2025,270,3.16
42,-82.5,2025,270,3.36
42.5,-83.75,2025,270,3.47
42.5,-83.125,2025,270,3.36
42.5,-82.5,2025,270,3.44
41,-83.75,2025,271,2.8
41,-83.125,2025,271,2.95
41,-82.5,2025,271,2.94
41.5,-83.75,2025,271,2.86
41.5,-83.125,2025,271,3.09
41.5,-82.5,2025,271,3.24
42,-83.75,2025,271,3.03
42,-83.125,2025,271,3.41
42,-82.5,2025,271,3.35
42.5,-83.75,2025,271,3.1
42.5,-83.125,2025,271,3.29
42.5,-82.5,2025,271,3.51
41,-83.75,2025,272,2.58
41,-83.125,2025,272,2.78
41,-82.5,2025,272,2.74
41.5,-83.75,2025,272,2.3
41.5,-83.125,2025,272,2.63
41.5,-82.5,2025,272,2.72
42,-83.75,2025,272,1.69
42,-83.125,2025,272,2.23
42,-82.5,2025,272,2.34
42.5,-83.75,2025,272,1.36
42.5,-83.125,2025,272,1.46
42.5,-82.5,2025,272,1.82
41,-83.75,2025,273,3.91
41,-83.125,2025,273,4.15
41,-82.5,2025,273,4.17
41.5,-83.75,2025,273,3.73
41.5,-83.125,2025,273,4.34
41.5,-82.5,2025,273,5.02
42,-83.75,2025,273,3.43
42,-83.125,2025,273,4.22
42,-82.5,2025,273,4.58
42.5,-83.75,2025,273,3.61
42.5,-83.125,2025,273,3.64
42.5,-82.5,2025,273,3.29
41,-83.75,2025,274,4.58
41,-83.125,2025,274,4.76
41,-82.5,2025,274,4.68
41.5,-83.75,2025,274,4.64
41.5,-83.125,2025,274,5.45
41.5,-82.5,2025,274,6.58
42,-83.75,2025,274,4.57
42,-83.125,2025,274,6
42,-82.5,2025,274,6.95
42.5,-83.75,2025,274,4
42.5,-83.125,2025,274,4.3
42.5,-82.5,2025,274,4.78
41,-83.75,2025,275,1.77
41,-83.125,2025,275,1.75
41,-82.5,2025,275,2.35
41.5,-83.75,2025,275,2.09
41.5,-83.125,2025,275,2.6
41.5,-82.5,2025,275,3.53
42,-83.75,2025,275,2.65
42,-83.125,2025,275,3.23
42,-82.5,2025,275,4.05
42.5,-83.75,2025,275,2.67
42.5,-83.125,2025,275,2.88
42.5,-82.5,2025,275,3.43
41,-83.75,2025,276,1.98
41,-83.125,2025,276,2.23
41,-82.5,2025,276,2.36
41.5,-83.75,2025,276,1.94
41.5,-83.125,2025,276,2.52
41.5,-82.5,2025,276,2.78
42,-83.75,2025,276,2.04
42,-83.125,2025,276,2.49
42,-82.5,2025,276,2.68
42.5,-83.75,2025,276,2.23
42.5,-83.125,2025,276,2.08
42.5,-82.5,2025,276,2.17
41,-83.75,2025,277,2.91
41,-83.125,2025,277,2.84
41,-82.5,2025,277,2.55
41.5,-83.75,2025,277,2.92
41.5,-83.125,2025,277,2.96
41.5,-82.5,2025,277,3.08
42,-83.75,2025,277,3.18
42,-83.125,2025,277,3.29
42,-82.5,2025,277,3.44
42.5,-83.75,2025,277,3.46
42.5,-83.125,2025,277,3.51
42.5,-82.5,2025,277,3.59
41,-83.75,2025,278,3.8
41,-83.125,2025,278,3.71
41,-82.5,2025,278,3.43
41.5,-83.75,2025,278,3.77
41.5,-83.125,2025,278,3.96
41.5,-82.5,2025,278,4.09
42,-83.75,2025,278,3.94
42,-83.125,2025,278,4.18
42,-82.5,2025,278,4.2
42.5,-83.75,2025,278,4.19
42.5,-83.125,2025,278,4.07
42.5,-82.5,2025,278,3.89
41,-83.75,2025,279,4.17
41,-83.125,2025,279,4.28
41,-82.5,2025,279,4.03
41.5,-83.75,2025,279,4.42
41.5,-83.125,2025,279,4.66
41.5,-82.5,2025,279,4.88
42,-83.75,2025,279,4.64
42,-83.125,2025,279,4.98
42,-82.5,2025,279,5.06
42.5,-83.75,2025,279,4.72
42.5,-83.125,2025,279,4.82
42.5,-82.5,2025,279,4.76
41,-83.75,2025,280,4.61
41,-83.125,2025,280,5.08
41,-82.5,2025,280,5.24
41.5,-83.75,2025,280,4.55
41.5,-83.125,2025,280,5.04
41.5,-82.5,2025,280,6
42,-83.75,2025,280,4.79
42,-83.125,2025,280,5.62
42,-82.5,2025,280,6.27
42.5,-83.75,2025,280,4.29
42.5,-83.125,2025,280,4.76
42.5,-82.5,2025,280,5.34
41,-83.75,2025,281,3.75
41,-83.125,2025,281,4.24
41,-82.5,2025,281,4.91
41.5,-83.75,2025,281,4.18
41.5,-83.125,2025,281,4.98
41.5,-82.5,2025,281,6.29
42,-83.75,2025,281,4.58
42,-83.125,2025,281,5.72
42,-82.5,2025,281,6.64
42.5,-83.75,2025,281,4.33
42.5,-83.125,2025,281,4.9
42.5,-82.5,2025,281,5.43
41,-83.75,2025,282,3.4
41,-83.125,2025,282,3.48
41,-82.5,2025,282,3.55
41.5,-83.75,2025,282,3.37
41.5,-83.125,2025,282,3.82
41.5,-82.5,2025,282,4.37
42,-83.75,2025,282,3.26
42,-83.125,2025,282,4.05
42,-82.5,2025,282,4.5
42.5,-83.75,2025,282,2.72
42.5,-83.125,2025,282,3.06
42.5,-82.5,2025,282,3.44
41,-83.75,2025,283,3.4
41,-83.125,2025,283,3.72
41,-82.5,2025,283,3.95
41.5,-83.75,2025,283,3.55
41.5,-83.125,2025,283,4.01
41.5,-82.5,2025,283,4.77
42,-83.75,2025,283,3.92
42,-83.125,2025,283,4.43
42,-82.5,2025,283,4.74
42.5,-83.75,2025,283,4.08
42.5,-83.125,2025,283,4.11
42.5,-82.5,2025,283,4.02
41,-83.75,2025,284,3.01
41,-83.125,2025,284,3.11
41,-82.5,2025,284,3.24
41.5,-83.75,2025,284,3.14
41.5,-83.125,2025,284,3.63
41.5,-82.5,2025,284,4.24
42,-83.75,2025,284,3.59
42,-83.125,2025,284,4.11
42,-82.5,2025,284,4.41
42.5,-83.75,2025,284,3.74
42.5,-83.125,2025,284,3.81
42.5,-82.5,2025,284,3.88
41,-83.75,2025,285,3.34
41,-83.125,2025,285,3.47
41,-82.5,2025,285,3.51
41.5,-83.75,2025,285,3.73
41.5,-83.125,2025,285,4.12
41.5,-82.5,2025,285,4.57
42,-83.75,2025,285,3.98
42,-83.125,2025,285,4.78
42,-82.5,2025,285,5.19
42.5,-83.75,2025,285,3.87
42.5,-83.125,2025,285,4.16
42.5,-82.5,2025,285,4.53
41,-83.75,2025,286,2.61
41,-83.125,2025,286,3.06
41,-82.5,2025,286,3.41
41.5,-83.75,2025,286,2.15
41.5,-83.125,2025,286,2.68
41.5,-82.5,2025,286,3.44
42,-83.75,2025,286,1.9
42,-83.125,2025,286,2.47
42,-82.5,2025,286,3.24
42.5,-83.75,2025,286,1.85
42.5,-83.125,2025,286,2.41
42.5,-82.5,2025,286,2.93
41,-83.75,2025,287,2.67
41,-83.125,2025,287,3.35
41,-82.5,2025,287,3.81
41.5,-83.75,2025,287,2.34
41.5,-83.125,2025,287,2.99
41.5,-82.5,2025,287,3.99
42,-83.75,2025,287,2.6
42,-83.125,2025,287,2.85
42,-82.5,2025,287,3.76
42.5,-83.75,2025,287,2.94
42.5,-83.125,2025,287,2.96
42.5,-82.5,2025,287,3.1
41,-83.75,2025,288,3.06
41,-83.125,2025,288,3.48
41,-82.5,2025,288,4
41.5,-83.75,2025,288,3.39
41.5,-83.125,2025,288,4.22
41.5,-82.5,2025,288,5.21
42,-83.75,2025,288,3.66
42,-83.125,2025,288,4.7
42,-82.5,2025,288,5.46
42.5,-83.75,2025,288,3.53
42.5,-83.125,2025,288,3.86
42.5,-82.5,2025,288,4.32
41,-83.75,2025,289,2.91
41,-83.125,2025,289,3.21
41,-82.5,2025,289,3.47
41.5,-83.75,2025,289,2.74
41.5,-83.125,2025,289,3.15
41.5,-82.5,2025,289,3.71
42,-83.75,2025,289,2.38
42,-83.125,2025,289,2.87
42,-82.5,2025,289,3.16
42.5,-83.75,2025,289,1.93
42.5,-83.125,2025,289,2.12
42.5,-82.5,2025,289,2.4
41,-83.75,2025,290,3.99
41,-83.125,2025,290,3.67
41,-82.5,2025,290,3.16
41.5,-83.75,2025,290,4.19
41.5,-83.125,2025,290,4.24
41.5,-82.5,2025,290,4.16
42,-83.75,2025,290,4.37
42,-83.125,2025,290,4.79
42,-82.5,2025,290,4.45
42.5,-83.75,2025,290,4.48
42.5,-83.125,2025,290,4.36
42.5,-82.5,2025,290,3.88
41,-83.75,2025,291,6.53
41,-83.125,2025,291,6.93
41,-82.5,2025,291,6.47
41.5,-83.75,2025,291,6.22
41.5,-83.125,2025,291,6.7
41.5,-82.5,2025,291,7.16
42,-83.75,2025,291,5.98
42,-83.125,2025,291,6.58
42,-82.5,2025,291,7.34
42.5,-83.75,2025,291,5.76
42.5,-83.125,2025,291,6.16
42.5,-82.5,2025,291,6.65
41,-83.75,2025,292,8.34
41,-83.125,2025,292,8.51
41,-82.5,2025,292,8.38
41.5,-83.75,2025,292,7.92
41.5,-83.125,2025,292,8.92
41.5,-82.5,2025,292,9.88
42,-83.75,2025,292,7.8
42,-83.125,2025,292,9.07
42,-82.5,2025,292,10.13
42.5,-83.75,2025,292,7.55
42.5,-83.125,2025,292,8.17
42.5,-82.5,2025,292,8.83
41,-83.75,2025,293,4.71
41,-83.125,2025,293,4.72
41,-82.5,2025,293,4.76
41.5,-83.75,2025,293,4.31
41.5,-83.125,2025,293,4.86
41.5,-82.5,2025,293,5.73
42,-83.75,2025,293,4.11
42,-83.125,2025,293,5.02
42,-82.5,2025,293,5.96
42.5,-83.75,2025,293,3.88
42.5,-83.125,2025,293,4.1
42.5,-82.5,2025,293,4.7
41,-83.75,2025,294,6.69
41,-83.125,2025,294,6.46
41,-82.5,2025,294,6.19
41.5,-83.75,2025,294,7.04
41.5,-83.125,2025,294,7.58
41.5,-82.5,2025,294,8.16
42,-83.75,2025,294,7.19
42,-83.125,2025,294,8.16
42,-82.5,2025,294,8.71
42.5,-83.75,2025,294,6.88
42.5,-83.125,2025,294,6.91
42.5,-82.5,2025,294,6.96
41,-83.75,2025,295,8.05
41,-83.125,2025,295,8.2
41,-82.5,2025,295,8.32
41.5,-83.75,2025,295,8.37
41.5,-83.125,2025,295,9.64
41.5,-82.5,2025,295,10.94
42,-83.75,2025,295,8.33
42,-83.125,2025,295,9.94
42,-82.5,2025,295,11.14
42.5,-83.75,2025,295,7.27
42.5,-83.125,2025,295,7.64
42.5,-82.5,2025,295,7.99
41,-83.75,2025,296,5.01
41,-83.125,2025,296,4.97
41,-82.5,2025,296,5.41
41.5,-83.75,2025,296,5.04
41.5,-83.125,2025,296,5.93
41.5,-82.5,2025,296,7.26
42,-83.75,2025,296,5.25
42,-83.125,2025,296,6.57
42,-82.5,2025,296,7.61
42.5,-83.75,2025,296,5.13
42.5,-83.125,2025,296,5.66
42.5,-82.5,2025,296,6.23
41,-83.75,2025,297,3.02
41,-83.125,2025,297,2.93
41,-82.5,2025,297,3.16
41.5,-83.75,2025,297,2.94
41.5,-83.125,2025,297,3.34
41.5,-82.5,2025,297,4.12
42,-83.75,2025,297,3.08
42,-83.125,2025,297,3.91
42,-82.5,2025,297,4.67
42.5,-83.75,2025,297,3.1
42.5,-83.125,2025,297,3.65
42.5,-82.5,2025,297,4.2
41,-83.75,2025,298,2.04
41,-83.125,2025,298,1.83
41,-82.5,2025,298,1.45
41.5,-83.75,2025,298,1.57
41.5,-83.125,2025,298,1.62
41.5,-82.5,2025,298,1.85
42,-83.75,2025,298,1.77
42,-83.125,2025,298,2.21
42,-82.5,2025,298,2.67
42.5,-83.75,2025,298,2.01
42.5,-83.125,2025,298,2.37
42.5,-82.5,2025,298,2.61
41,-83.75,2025,299,3.86
41,-83.125,2025,299,3.73
41,-82.5,2025,299,3.52
41.5,-83.75,2025,299,4.02
41.5,-83.125,2025,299,4.29
41.5,-82.5,2025,299,4.57
42,-83.75,2025,299,4.14
42,-83.125,2025,299,4.9
42,-82.5,2025,299,5
42.5,-83.75,2025,299,3.7
42.5,-83.125,2025,299,3.84
42.5,-82.5,2025,299,3.94
41,-83.75,2025,300,5.5
41,-83.125,2025,300,5.27
41,-82.5,2025,300,5.04
41.5,-83.75,2025,300,5.67
41.5,-83.125,2025,300,6.19
41.5,-82.5,2025,300,6.96
42,-83.75,2025,300,5.94
42,-83.125,2025,300,7.1
42,-82.5,2025,300,7.61
42.5,-83.75,2025,300,5.57
42.5,-83.125,2025,300,5.83
42.5,-82.5,2025,300,6.16
41,-83.75,2025,301,5.92
41,-83.125,2025,301,5.99
41,-82.5,2025,301,5.82
41.5,-83.75,2025,301,6.18
41.5,-83.125,2025,301,6.84
41.5,-82.5,2025,301,7.79
42,-83.75,2025,301,6.4
42,-83.125,2025,301,7.63
42,-82.5,2025,301,8.34
42.5,-83.75,2025,301,6.55
42.5,-83.125,2025,301,6.51
42.5,-82.5,2025,301,6.77
41,-83.75,2025,302,6.39
41,-83.125,2025,302,6.2
41,-82.5,2025,302,5.69
41.5,-83.75,2025,302,6
41.5,-83.125,2025,302,6.46
41.5,-82.5,2025,302,7.16
42,-83.75,2025,302,5.72
42,-83.125,2025,302,6.59
42,-82.5,2025,302,7.15
42.5,-83.75,2025,302,5.38
42.5,-83.125,2025,302,5.28
42.5,-82.5,2025,302,5.43
41,-83.75,2025,303,5.96
41,-83.125,2025,303,6.23
41,-82.5,2025,303,6.81
41.5,-83.75,2025,303,5.74
41.5,-83.125,2025,303,7.06
41.5,-82.5,2025,303,8.95
42,-83.75,2025,303,5.83
42,-83.125,2025,303,7.24
42,-82.5,2025,303,8.69
42.5,-83.75,2025,303,5.56
42.5,-83.125,2025,303,6.01
42.5,-82.5,2025,303,6.61
41,-83.75,2025,304,5.4
41,-83.125,2025,304,5.37
41,-82.5,2025,304,5.75
41.5,-83.75,2025,304,5.21
41.5,-83.125,2025,304,5.97
41.5,-82.5,2025,304,7.55
42,-83.75,2025,304,5.66
42,-83.125,2025,304,6.94
42,-82.5,2025,304,8.28
42.5,-83.75,2025,304,5.69
42.5,-83.125,2025,304,6.26
42.5,-82.5,2025,304,6.95
41,-83.75,2025,305,3.25
41,-83.125,2025,305,3.18
41,-82.5,2025,305,3.11
41.5,-83.75,2025,305,2.93
41.5,-83.125,2025,305,3
41.5,-82.5,2025,305,3.15
42,-83.75,2025,305,2.78
42,-83.125,2025,305,2.89
42,-82.5,2025,305,3.08
42.5,-83.75,2025,305,2.41
42.5,-83.125,2025,305,2.29
42.5,-82.5,2025,305,2.68
41,-83.75,2025,306,2.29
41,-83.125,2025,306,2.18
41,-82.5,2025,306,1.79
41.5,-83.75,2025,306,2.55
41.5,-83.125,2025,306,2.41
41.5,-82.5,2025,306,1.91
42,-83.75,2025,306,2.92
42,-83.125,2025,306,2.96
42,-82.5,2025,306,2.5
42.5,-83.75,2025,306,3.09
42.5,-83.125,2025,306,2.89
42.5,-82.5,2025,306,2.95
41,-83.75,2025,307,6.37
41,-83.125,2025,307,6.39
41,-82.5,2025,307,6.5
41.5,-83.75,2025,307,6.82
41.5,-83.125,2025,307,7.72
41.5,-82.5,2025,307,8.75
42,-83.75,2025,307,7.57
42,-83.125,2025,307,8.65
42,-82.5,2025,307,9.56
42.5,-83.75,2025,307,7.98
42.5,-83.125,2025,307,8.22
42.5,-82.5,2025,307,8.31
41,-83.75,2025,308,3.85
41,-83.125,2025,308,4.01
41,-82.5,2025,308,4.15
41.5,-83.75,2025,308,4.05
41.5,-83.125,2025,308,4.62
41.5,-82.5,2025,308,5.4
42,-83.75,2025,308,4.31
42,-83.125,2025,308,4.92
42,-82.5,2025,308,5.72
42.5,-83.75,2025,308,4.42
42.5,-83.125,2025,308,4.6
42.5,-82.5,2025,308,4.84
41,-83.75,2025,309,7.49
41,-83.125,2025,309,7.72
41,-82.5,2025,309,7.9
41.5,-83.75,2025,309,7.33
41.5,-83.125,2025,309,8.09
41.5,-82.5,2025,309,9.35
42,-83.75,2025,309,7.25
42,-83.125,2025,309,8.15
42,-82.5,2025,309,9.4
42.5,-83.75,2025,309,7.15
42.5,-83.125,2025,309,7.37
42.5,-82.5,2025,309,7.84
41,-83.75,2025,310,2.93
41,-83.125,2025,310,2.95
41,-82.5,2025,310,2.91
41.5,-83.75,2025,310,2.8
41.5,-83.125,2025,310,3.11
41.5,-82.5,2025,310,3.81
42,-83.75,2025,310,3.13
42,-83.125,2025,310,3.76
42,-82.5,2025,310,4.34
42.5,-83.75,2025,310,3.29
42.5,-83.125,2025,310,3.55
42.5,-82.5,2025,310,3.82
41,-83.75,2025,311,6.69
41,-83.125,2025,311,6.67
41,-82.5,2025,311,6.78
41.5,-83.75,2025,311,6.5
41.5,-83.125,2025,311,7.05
41.5,-82.5,2025,311,8.2
42,-83.75,2025,311,6.4
42,-83.125,2025,311,7.22
42,-82.5,2025,311,8.57
42.5,-83.75,2025,311,6.78
42.5,-83.125,2025,311,6.97
42.5,-82.5,2025,311,7.36
41,-83.75,2025,312,3.56
41,-83.125,2025,312,3.51
41,-82.5,2025,312,3.15
41.5,-83.75,2025,312,3.84
41.5,-83.125,2025,312,4.13
41.5,-82.5,2025,312,4.39
42,-83.75,2025,312,3.7
42,-83.125,2025,312,4.52
42,-82.5,2025,312,4.81
42.5,-83.75,2025,312,3.41
