WeatherCloud Data Compiled-LEC,,,,,,,,,,,,,,,,,
Location ,"Lake Erie Center, Oregon, OH ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date (America/New_York),tempin (°C),temp (°C),chill (°C),dewin (°C),dew (°C),heatin (°C),heat (°C),humin (%),hum (%),wspdhi (mph),wspdavg (mph),wdiravg (°),bar (mmHg),rain (mm),rainrate (mm/h),solarrad (W/m²),uvi
5/31/25 2:50,21.6,15.1,15.3,,12.3,,,54,84,3.4,3.1,45,753.1,0,0,,
5/31/25 3:00,21.3,15,15,,12.5,,,54,85,1.8,1.8,68,753.3,0,0,,
5/31/25 3:10,21.1,14.7,14.8,,12.3,,,55,86,3.6,3.4,90,753.1,0,0,,
5/31/25 3:20,21.6,14.5,14.3,,12.5,,,54,87,4.5,4.3,45,753.1,0,0,,
5/31/25 3:30,21.1,14.3,14.3,,12.2,,,54,87,1.8,1.8,338,753.3,0,0,,
5/31/25 3:40,21.3,14.2,14.2,,12.1,,,54,87,1.1,1.1,22,753.2,0,0,,
5/31/25 3:50,21.5,14.1,13.9,,12.1,,,54,88,4.3,4,22,753.2,0,0,,
5/31/25 4:00,21,14,14,,12,,,54,88,1.8,1.8,22,753.2,0,0,,
5/31/25 4:10,21.4,13.9,13.9,,11.8,,,54,87,1.6,1.6,338,753.1,0,0,,
5/31/25 4:20,21.3,13.8,13.8,,11.3,,,53,85,3.6,3.4,45,753.1,0,0,,
5/31/25 4:30,21,13.8,13.8,,10.9,,,54,83,3.1,2.7,68,753.2,0,0,,
5/31/25 4:40,21.5,13.8,12.6,,9.9,,,53,78,9.4,8.1,45,753.3,0,0,,
5/31/25 4:50,21,13.7,12.9,,9.7,,,51,77,6.5,6.3,22,753.3,0,0,,
5/31/25 5:00,21.2,13.6,12.9,,9.6,,,51,77,6,6,0,753.3,0,0,,
5/31/25 5:10,21.5,13.5,12.4,,10,,,50,79,9.4,7.8,0,753.5,0,0,,
5/31/25 5:20,20.9,13.4,13.2,,9.6,,,50,78,4,3.6,22,753.5,0,0,,
5/31/25 5:30,21.3,13.1,12.9,,9.5,,,50,79,4.5,3.6,270,753.4,0,0,,
5/31/25 5:40,21.3,12.9,12.9,,9.7,,,49,81,2.2,2.2,202,753.5,0,0,,
5/31/25 5:50,20.9,12.8,11.4,,9.6,,,49,81,9.8,8.1,315,753.5,0,0,,
5/31/25 6:00,21.3,12.6,11.6,,9.4,,,49,81,6.5,6.3,315,753.5,0,0,,
5/31/25 6:10,21.1,12.3,12.3,,9.5,,,48,83,2.7,2.7,338,754,0,0,,
5/31/25 6:20,21,12.1,11.6,,9,,,49,82,4.9,4,338,754,0,0,,
5/31/25 6:30,21.3,11.9,11.9,,8.7,,,48,81,2.2,2.2,90,754,0,0,,
5/31/25 6:40,21.2,11.9,10.8,,8.8,,,47,82,5.8,5.8,202,754.3,0,0,,
5/31/25 6:50,21,11.9,11.1,,9.1,,,48,83,5.4,4.9,315,754.3,0,0,,
5/31/25 7:00,21.3,11.8,10.8,,9,,,48,83,6,6,45,754.3,0,0,,
5/31/25 7:10,21.5,11.8,11.3,,9.1,,,47,84,4.3,3.8,45,754.6,0,0,,
5/31/25 7:20,21,11.9,11,,9.1,,,47,83,5.4,5.4,68,754.6,0,0,,
5/31/25 7:30,21.3,12,10.7,,8.9,,,47,82,6.9,6.7,315,754.6,0,0,,
5/31/25 7:40,21.5,12.1,11.9,,9,,,47,82,3.8,3.1,338,754.7,0,0,,
5/31/25 7:50,21.3,12.2,11.3,,9.1,,,46,82,6,5.6,22,754.7,0,0,,
5/31/25 8:00,21.1,12.1,10.8,,9,,,47,82,7.2,6.9,22,754.8,0,0,,
5/31/25 8:10,21.5,12.4,12.4,,8.8,,,47,79,2.2,2.2,292,754.9,0,0,,
5/31/25 8:20,21.6,12.4,11.6,,8.8,,,46,79,5.4,5.4,315,754.9,0,0,,
5/31/25 8:30,21.4,12.5,12.5,,9,,,46,79,2.5,2.5,315,755.2,0,0,,
5/31/25 8:40,21,12.6,11.6,,9,,,47,79,6.5,6.3,315,755.2,0,0,,
5/31/25 8:50,21.5,12.4,11.8,,8.6,,,47,78,4.9,4.5,0,755.2,0,0,,
5/31/25 9:00,21.5,12.5,10.9,,8.7,,,46,77,10.3,8.7,22,755.3,0,0,,
5/31/25 9:10,21.5,12.7,11.9,,8.5,,,45,76,5.4,5.4,22,755.6,0,0,,
5/31/25 9:20,21,13,12.8,,8.4,,,46,74,4,3.6,338,755.6,0,0,,
5/31/25 9:30,21.4,13.9,12,,8,,,46,68,14.5,12.8,338,755.5,0,0,,
5/31/25 9:40,21.6,14.4,13.4,,9.2,,,45,71,8.5,8.1,22,755.6,0,0,,
5/31/25 9:50,21.5,14.1,12.9,,8.9,,,44,71,9.8,8.7,22,755.6,0,0,,
5/31/25 10:00,21,13.7,13,,7.6,,,44,67,5.6,5.6,22,756,0,0,,
5/31/25 10:10,21.5,14,12.2,,8.1,,,45,68,13.9,12.3,0,755.7,0,0,,
5/31/25 10:20,21.6,14,12.6,,8.1,,,44,68,9.8,9.4,338,755.7,0,0,,
5/31/25 10:30,21.5,14.3,13.8,,8.4,,,43,68,5.4,5.4,338,755.8,0,0,,
5/31/25 10:40,21.1,14.6,13.1,,8.1,,,44,65,13.9,11.6,0,755.8,0,0,,
5/31/25 10:50,21.5,14.6,13.6,,7.3,,,44,62,8.5,7.6,338,755.8,0,0,,
5/31/25 11:00,21.7,14.4,13,,8.3,,,44,67,9.8,9.6,0,755.7,0,0,,
5/31/25 11:10,21.5,14.4,13.9,,7.2,,,42,62,5.6,5.6,45,755.8,0,0,,
5/31/25 11:20,21.4,14.7,14.5,,8.2,,,43,65,5.1,4.5,338,755.8,0,0,,
5/31/25 11:30,21.8,14.5,14.5,,7.8,,,43,64,2,2,22,755.8,0,0,,
5/31/25 11:40,21.7,14.7,13.8,,7.9,,,42,64,7.8,7.4,315,755.9,0,0,,
5/31/25 11:50,21.4,14.7,13.8,,7.7,,,42,63,7.6,7.4,45,755.9,0,0,,
5/31/25 12:00,21.8,15.2,15.2,,8.4,,,43,64,3.4,2.7,22,756.1,0,0,,
5/31/25 12:10,21.9,15.5,14.8,,8.8,,,42,64,8.9,7.8,0,756.1,0,0,,
5/31/25 12:20,21.5,15.5,14.8,,8,,,42,61,7.2,6.9,338,756.1,0,0,,
5/31/25 12:30,21.5,15.4,14.3,,7.8,,,42,61,11.9,9.4,0,756.1,0,0,,
5/31/25 12:40,21.9,15.1,14.1,,8.3,,,42,64,9.8,8.5,338,756.2,0,0,,
5/31/25 12:50,21.6,15.2,14.7,,7.4,,,41,60,6.5,5.8,45,756.2,0,0,,
5/31/25 13:00,21.3,15.4,14.2,,7.6,,,41,60,11.4,9.6,0,756.2,0,0,,
5/31/25 13:10,21.7,15.4,15,,7.8,,,42,61,5.6,5.6,338,756.1,0,0,,
5/31/25 13:20,21.8,15.6,15,,7.8,,,40,60,6.9,6.7,0,756.1,0,0,,
5/31/25 13:30,21.4,15.7,15.1,,7.6,,,40,59,7.6,7.2,0,756.3,0,0,,
5/31/25 13:40,21.5,15.8,15,,6.7,,,41,55,9.8,8.1,315,756.3,0,0,,
5/31/25 13:50,21.8,15.8,15.2,,7.2,,,41,57,7.2,6.9,45,756.3,0,0,,
5/31/25 14:00,21.6,16.2,16.2,,6.8,,,39,54,5.1,4.7,338,756.1,0,0,,
5/31/25 14:10,21.5,16.3,15.8,,6.7,,,39,53,7.2,6.9,22,756.2,0,0,,
5/31/25 14:20,21.8,16,15.4,,6.6,,,40,54,7.8,7.4,338,756.2,0,0,,
5/31/25 14:30,21.9,16.3,15.8,,7.4,,,39,56,7.2,6.9,0,756.1,0,0,,
5/31/25 14:40,21.6,16.3,16,,6,,,38,51,5.8,5.8,22,756.1,0,0,,
5/31/25 14:50,21.5,16.3,16,,6.9,,,38,54,5.8,5.8,22,756.1,0,0,,
5/31/25 15:00,21.8,16,15.3,,5.8,,,38,51,7.6,7.6,22,756.3,0,0,,
5/31/25 15:10,22.1,16.2,15.6,,6.3,,,38,52,7.6,7.6,338,756.3,0,0,,
5/31/25 15:30,21.8,16.9,16.8,,7,,,37,52,5.4,5.4,22,756.1,0,0,,
5/31/25 15:40,21.7,17.1,17.1,,6.8,,,37,51,2.2,2.2,22,756.1,0,0,,
5/31/25 15:50,21.8,17.3,17.5,,6.5,,,37,49,4.7,4.3,315,756.1,0,0,,
5/31/25 16:00,21.8,17.6,17.6,,7.2,,,37,51,3.4,2.7,338,756.1,0,0,,
5/31/25 16:10,21.9,17.2,17.4,,7.5,,,37,53,4.9,4.3,0,756.1,0,0,,
5/31/25 16:20,22.1,17.6,17.6,,6.7,,,37,49,1.8,1.8,22,756.1,0,0,,
5/31/25 16:30,22,17.8,17.9,,7.2,,,37,50,5.6,5.6,338,756.2,0,0,,
5/31/25 16:40,22,17.4,17.3,,8,,,37,54,6,6,338,756.1,0,0,,
5/31/25 16:50,21.9,17.3,17.5,,7.3,,,37,52,4.7,4.3,22,756.1,0,0,,
5/31/25 17:00,21.9,17.5,17.9,,7.2,,,37,51,4.3,3.6,0,756.1,0,0,,
5/31/25 17:10,21.9,18,18,,7.1,,,37,49,5.4,5.4,22,756.2,0,0,,
5/31/25 17:20,21.9,18,18,,5.8,,,36,45,6.9,6.7,22,756.2,0,0,,
5/31/25 17:30,21.9,17.7,18.2,,7.1,,,36,50,4,3.4,45,756.1,0,0,,
5/31/25 17:40,21.9,17.6,17.7,,7,,,36,50,5.4,5.4,22,756.3,0,0,,
5/31/25 17:50,21.9,17.6,17.5,,6.7,,,36,49,6.5,6.3,338,756.3,0,0,,
5/31/25 18:00,21.9,17.5,17.5,,7,,,36,50,2.2,2.2,45,756.1,0,0,,
5/31/25 18:10,21.9,17.6,17.6,,7,,,36,50,5.6,5.6,22,756.3,0,0,,
5/31/25 18:20,21.9,17.5,17.5,,7,,,36,50,0,0,315,756.3,0,0,,
5/31/25 18:30,21.9,17.5,17.9,,6.1,,,35,47,4.3,3.6,0,756.1,0,0,,
5/31/25 18:40,21.8,17.3,17.3,,5.8,,,35,47,0,0,68,756.2,0,0,,
5/31/25 18:50,21.8,17.2,17.2,,6.6,,,35,50,2.2,2.2,338,756.2,0,0,,
5/31/25 19:00,21.7,17.1,17.1,,5.9,,,35,48,1.1,1.1,0,756.2,0,0,,
5/31/25 19:10,21.7,17.1,17.1,,6.3,,,35,49,2.2,2.2,338,756.2,0,0,,
5/31/25 19:20,21.8,17.1,17.1,,6.8,,,36,51,1.1,1.1,68,756.2,0,0,,
5/31/25 19:30,21.9,17.1,17.1,,5.9,,,36,48,2.7,2.7,0,756.3,0,0,,
5/31/25 19:40,21.8,16.9,17,,5.1,,,35,46,5.4,4.7,315,756.4,0,0,,
5/31/25 19:50,21.7,16.8,16.8,,5.6,,,35,48,1.1,1.1,338,756.4,0,0,,
5/31/25 20:00,21.6,16.7,16.7,,6.2,,,35,50,1.1,1.1,45,756.5,0,0,,
5/31/25 20:10,21.7,16.6,16.6,,6.1,,,36,50,2.2,2.2,22,756.5,0,0,,
5/31/25 20:20,21.9,16.4,16.4,,5.9,,,36,50,2.2,2.2,315,756.5,0,0,,
5/31/25 20:30,21.6,16.2,16.2,,5.7,,,36,50,1.8,1.8,338,756.5,0,0,,
5/31/25 20:40,21.4,15.9,15.9,,6.3,,,36,53,0,0,338,756.5,0,0,,
5/31/25 20:50,21.7,15.5,15.5,,6.3,,,36,54,0,0,45,756.5,0,0,,
5/31/25 21:00,21.7,15.1,15.1,,5.8,,,36,54,0,0,45,756.5,0,0,,
5/31/25 21:10,21.3,14.8,14.8,,6,,,36,56,0,0,22,756.6,0,0,,
5/31/25 21:20,21.6,14.6,14.6,,5.8,,,37,56,0,0,135,756.6,0,0,,
5/31/25 21:30,21.7,14.7,14.7,,5.7,,,36,55,0,0,202,756.5,0,0,,
5/31/25 21:40,21.3,14.8,14.8,,5.5,,,36,54,1.3,1.3,112,756.9,0,0,,
5/31/25 21:50,21.5,14.7,14.7,,5.4,,,37,54,0,0,112,756.9,0,0,,
5/31/25 22:00,21.7,14.7,14.7,,4.9,,,36,52,0,0,45,756.8,0,0,,
5/31/25 22:10,21.2,14.7,14.7,,4.9,,,36,52,2,2,45,757.2,0,0,,
5/31/25 22:20,21.5,14.5,14.5,,5.6,,,37,55,0,0,22,757.2,0,0,,
5/31/25 22:30,21.6,14.2,14.2,,5.7,,,36,57,0,0,135,757.3,0,0,,
5/31/25 22:40,21.1,14.1,14.1,,5.6,,,37,57,1.8,1.8,68,757.3,0,0,,
5/31/25 22:50,21.5,14.1,14.1,,5.9,,,37,58,1.3,1.3,45,757.3,0,0,,
5/31/25 23:00,21.5,14.1,14.1,,6.1,,,36,59,0,0,68,757.4,0,0,,
5/31/25 23:10,21.1,14.1,14.1,,5.9,,,37,58,1.8,1.8,338,757.3,0,0,,
5/31/25 23:20,21.5,14.1,14,,5.1,,,37,55,4.3,3.6,315,757.3,0,0,,
5/31/25 23:30,21.5,14.2,14.2,,5.2,,,36,55,1.6,1.6,22,757.6,0,0,,
5/31/25 23:40,21.1,13.9,13.9,,6.2,,,37,60,1.8,1.8,68,757.6,0,0,,
5/31/25 23:50,21.5,13.5,13.5,,5.7,,,37,59,1.3,1.3,338,757.6,0,0,,
6/1/25 0:00,21.3,13.2,13.2,,6,,,36,62,3.4,2.9,338,757.8,0,0,,
6/1/25 0:10,21.1,13.1,13.1,,5.4,,,37,60,1.6,1.6,68,757.6,0,0,,
6/1/25 0:20,21.5,13.1,13,,5.2,,,37,59,3.4,3.1,338,757.6,0,0,,
6/1/25 0:30,21.4,13.1,13,,4.7,,,36,57,3.6,3.1,338,757.7,0,0,,
6/1/25 0:40,21,13,13,,4.8,,,37,58,1.8,1.8,158,757.7,0,0,,
6/1/25 0:50,21.4,12.7,12.7,,4.3,,,37,57,2.9,2.7,45,757.7,0,0,,
6/1/25 1:00,21.5,12.5,12.5,,4.5,,,36,58,0,0,90,757.6,0,0,,
6/1/25 1:10,20.9,12.2,12.2,,4.1,,,36,58,0,0,225,757.7,0,0,,
6/1/25 1:20,21.2,12,12,,4.1,,,36,59,0,0,90,757.7,0,0,,
6/1/25 1:30,21.3,11.9,11.9,,4,,,36,59,2,2,180,757.8,0,0,,
6/1/25 1:40,21.4,11.8,11.8,,4.7,,,35,62,0,0,45,757.9,0,0,,
6/1/25 1:50,20.8,11.6,11.6,,4.7,,,36,63,2.5,2.5,180,757.9,0,0,,
6/1/25 2:00,21.2,11.6,11.6,,5,,,36,64,2,2,90,757.7,0,0,,
6/1/25 2:10,21.3,11.5,11.2,,5,,,36,64,4,3.4,338,757.9,0,0,,
6/1/25 2:20,21.3,11.6,11.6,,4.3,,,36,61,2.2,2.2,22,757.9,0,0,,
6/1/25 2:30,21.2,11.8,11.8,,4.4,,,35,61,1.8,1.8,45,757.8,0,0,,
6/1/25 2:40,20.9,11.7,11.7,,4.6,,,36,62,2.5,2.5,45,757.6,0,0,,
6/1/25 2:50,21.1,11.6,10.8,,4.5,,,36,62,5.4,4.9,338,757.6,0,0,,
6/1/25 3:00,21.1,11.4,11,,4.8,,,36,64,4.3,3.6,45,757.8,0,0,,
6/1/25 3:10,21.1,10.9,10,,4.9,,,36,67,5.1,4.7,90,757.7,0,0,,
6/1/25 3:20,21.2,10.7,10.7,,5,,,36,68,2,2,68,757.7,0,0,,
6/1/25 3:30,21.1,10.6,10.6,,5.1,,,36,69,1.6,1.6,68,757.8,0,0,,
6/1/25 3:40,21.1,10.4,10.4,,4.9,,,36,69,2.2,2.2,90,757.9,0,0,,
6/1/25 3:50,21.1,10.2,10.2,,5.1,,,36,71,1.8,1.8,338,757.9,0,0,,
6/1/25 4:00,21.1,9.9,9.9,,4.8,,,36,71,2.2,2.2,22,757.9,0,0,,
6/1/25 4:10,21.1,9.9,9.9,,4,,,36,67,1.3,1.3,68,758,0,0,,
6/1/25 4:20,20.9,10,10,,4.1,,,35,67,1.1,1.1,68,758,0,0,,
6/1/25 4:30,21,9.8,9.8,,4.1,,,36,68,0,0,315,758.1,0,0,,
6/1/25 4:40,21,9.6,9.6,,3.9,,,36,68,1.6,1.6,68,758.2,0,0,,
6/1/25 4:50,20.9,9.5,8.7,,3.9,,,35,68,4.5,3.8,90,758.2,0,0,,
6/1/25 5:00,20.9,9.5,9.5,,3.7,,,35,67,1.6,1.6,225,758.3,0,0,,
6/1/25 5:10,20.9,9.4,9.4,,4.1,,,35,70,1.6,1.6,68,758.3,0,0,,
6/1/25 5:20,20.9,9.3,8.7,,3.9,,,35,69,3.6,3.1,338,758.3,0,0,,
6/1/25 5:30,20.9,9.1,8.5,,3.7,,,35,69,3.4,3.1,315,758.4,0,0,,
6/1/25 5:40,20.8,9,8.1,,3.7,,,35,70,4.7,4,338,758.5,0,0,,
6/1/25 5:50,20.8,9.1,9.1,,3.2,,,34,67,1.3,1.3,68,758.5,0,0,,
6/1/25 6:00,20.7,9.1,8.1,,3,,,34,66,4.9,4.3,338,758.6,0,0,,
6/1/25 6:10,20.7,9,8.2,,3.4,,,34,68,4,3.6,0,758.8,0,0,,
6/1/25 6:20,20.7,8.7,8.7,,3.7,,,34,71,1.8,1.8,68,758.8,0,0,,
6/1/25 6:30,20.7,8.6,8.6,,3.3,,,34,70,2.2,2.2,45,758.8,0,0,,
6/1/25 6:40,20.7,8.7,8.7,,3.3,,,34,69,1.1,1.1,22,759,0,0,,
6/1/25 6:50,20.7,8.9,8.9,,3.9,,,34,71,0,0,0,759,0,0,,
6/1/25 7:00,20.7,8.9,8.9,,3,,,34,67,1.6,1.6,225,759,0,0,,
6/1/25 7:10,20.7,8.7,8.7,,3.1,,,34,68,2.7,2.7,338,759.4,0,0,,
6/1/25 7:20,20.7,8.7,7.8,,3.1,,,34,68,4.3,3.8,338,759.4,0,0,,
6/1/25 7:30,20.7,8.8,8.8,,3.5,,,34,70,1.8,1.8,315,759.2,0,0,,
6/1/25 7:40,20.8,8.8,8.8,,3.4,,,34,69,0,0,22,759.6,0,0,,
6/1/25 7:50,20.8,8.9,8.9,,3.5,,,34,69,2,2,0,759.6,0,0,,
6/1/25 8:00,20.8,9,9,,3.4,,,34,68,2.2,2.2,338,759.6,0,0,,
6/1/25 8:10,20.8,9.2,9.2,,3.5,,,34,68,2.7,2.7,202,759.4,0,0,,
6/1/25 8:20,20.8,9.4,9.4,,3.7,,,34,68,1.3,1.3,292,759.4,0,0,,
6/1/25 8:30,20.9,9.7,9.7,,3.8,,,34,67,3.4,2.7,270,759.5,0,0,,
6/1/25 8:40,20.9,10,10,,4.1,,,34,67,0,0,225,759.8,0,0,,
6/1/25 8:50,20.9,10.4,10.4,,4.5,,,34,67,0,0,68,759.8,0,0,,
6/1/25 9:00,21,10.7,10.7,,3.9,,,34,63,2,2,248,759.9,0,0,,
6/1/25 9:10,21,10.9,10.9,,4.1,,,34,63,1.1,1.1,90,759.9,0,0,,
6/1/25 9:20,21,11.2,11.2,,4.1,,,34,62,2.5,2.5,45,759.9,0,0,,
6/1/25 9:30,21.1,11.3,11.3,,3.7,,,34,60,2.9,2.9,90,760.1,0,0,,
6/1/25 9:40,21.1,11.9,11.9,,4.5,,,34,61,2.7,2.7,45,760.2,0,0,,
6/1/25 9:50,21.1,12.2,12.2,,4.8,,,34,61,1.1,1.1,45,760.2,0,0,,
6/1/25 10:00,21.2,13.1,13.1,,4.7,,,34,57,2.5,2.5,338,760.3,0,0,,
6/1/25 10:10,21.2,13,13,,4.6,,,34,57,2.5,2.5,0,760.4,0,0,,
6/1/25 10:20,21.3,13.2,13.2,,5,,,34,58,2.2,2.2,225,760.4,0,0,,
6/1/25 10:30,21.3,13.5,13.5,,4.9,,,34,56,1.8,1.8,338,760.3,0,0,,
6/1/25 10:40,21.3,13.7,13.3,,4.8,,,35,55,5.4,4.7,22,760.4,0,0,,
6/1/25 10:50,21.4,14.1,14.1,,4.9,,,35,54,1.1,1.1,270,760.4,0,0,,
6/1/25 11:00,21.5,14.5,14.5,,5.3,,,35,54,1.1,1.1,338,760.5,0,0,,
6/1/25 11:10,21.5,14.8,14.7,,5.5,,,36,54,4.3,4,338,760.5,0,0,,
6/1/25 11:20,21.5,15,15,,5.2,,,36,52,1.6,1.6,338,760.5,0,0,,
6/1/25 11:30,21.5,15.5,15.5,,6,,,36,53,2,2,68,760.6,0,0,,
6/1/25 11:40,21.6,15.6,15.6,,5.1,,,36,50,4.7,4.3,45,760.6,0,0,,
6/1/25 11:50,21.7,15.6,15.6,,4.3,,,36,47,2.5,2.5,22,760.6,0,0,,
6/1/25 12:00,21.7,16,16,,5.3,,,36,49,1.1,1.1,338,760.8,0,0,,
6/1/25 12:10,21.7,16.1,15.8,,4.7,,,37,47,6,6,338,760.6,0,0,,
6/1/25 12:20,21.8,16.4,16.6,,4.6,,,37,46,4.3,4,315,760.6,0,0,,
6/1/25 12:30,21.8,16.3,16.4,,4.9,,,37,47,4.9,4.3,338,760.7,0,0,,
6/1/25 12:40,21.9,16.4,16.4,,5,,,37,47,1.6,1.6,68,760.7,0,0,,
6/1/25 12:50,21.9,16.7,16.7,,3.6,,,37,42,2.2,2.2,338,760.7,0,0,,
6/1/25 13:00,22,16.4,16.4,,4,,,37,44,2.9,2.7,45,760.6,0,0,,
6/1/25 13:10,22,16.5,16.7,,4.5,,,37,45,4.7,4,22,760.5,0,0,,
6/1/25 13:20,22,16.3,16.3,,3.2,,,37,42,2.7,2.7,0,760.5,0,0,,
6/1/25 13:30,22.1,16.4,16.6,,2.3,,,37,39,4.3,3.6,22,760.5,0,0,,
6/1/25 13:40,22.2,16.6,16.7,,2.5,,,37,39,4.9,4.5,22,760.6,0,0,,
6/1/25 13:50,22.2,16.8,16.7,,2.7,,,37,39,5.4,5.4,0,760.6,0,0,,
6/1/25 14:00,22.3,17,17,,2.1,,,36,37,5.4,5.4,22,760.5,0,0,,
6/1/25 14:10,21.8,17.3,17.6,,5.2,,,34,45,4.3,3.8,68,760.4,0,0,,
6/1/25 14:20,21.8,17.4,17.4,,2.5,,,32,37,2.5,2.5,22,760.4,0,0,,
6/1/25 14:30,21.8,17.6,18.1,,3.4,,,31,39,3.4,3.1,68,760.6,0,0,,
6/1/25 14:40,21.8,17.6,17.6,,3.8,,,31,40,2.5,2.5,45,760.5,0,0,,
6/1/25 14:50,21.8,18.1,18.1,,3.1,,,31,37,2.7,2.7,22,760.5,0,0,,
6/1/25 15:00,21.7,18.1,18.1,,4.6,,,32,41,2.5,2.5,45,760.5,0,0,,
6/1/25 15:10,21.7,18.4,18.4,,2.6,,,34,35,2.2,2.2,22,760.3,0,0,,
6/1/25 15:20,21.7,18.4,18.4,,5.5,,,35,43,6.5,6.3,45,760.3,0,0,,
6/1/25 15:30,21.7,18.1,18.1,,3.9,,,36,39,4.7,4,22,760.3,0,0,,
6/1/25 15:40,21.7,18.7,18.7,,2.9,,,36,35,1.6,1.6,338,760.3,0,0,,
6/1/25 15:50,21.8,19.1,19.1,,3.6,,,37,36,5.4,5.4,338,760.3,0,0,,
6/1/25 16:00,21.7,19.1,19.1,,4.4,,,37,38,5.4,5.4,45,760.3,0,0,,
6/1/25 16:10,21.8,18.9,18.9,,4.6,,,37,39,5.4,5.4,22,760.3,0,0,,
6/1/25 16:20,21.8,18.9,18.9,,3.8,,,38,37,5.4,5.4,45,760.3,0,0,,
6/1/25 16:30,21.9,18.8,18.8,,4.5,,,38,39,5.4,4.7,45,760.3,0,0,,
6/1/25 16:40,21.8,19,19,,3.1,,,38,35,3.6,3.1,45,760.3,0,0,,
6/1/25 16:50,21.8,19.2,19.2,,2.5,,,38,33,2.7,2.7,68,760.3,0,0,,
6/1/25 17:00,21.8,19.5,19.5,,3.3,,,38,34,2.7,2.7,45,760.4,0,0,,
6/1/25 17:10,21.9,20,20,,4.4,,,38,36,2.2,2.2,22,760.3,0,0,,
6/1/25 17:20,21.9,20.1,20.1,,4.5,,,38,36,2.5,2.5,45,760.3,0,0,,
6/1/25 17:30,21.9,20,20,,4,,,38,35,1.1,1.1,45,760.3,0,0,,
6/1/25 17:40,21.9,20.3,20.3,,4.3,,,38,35,5.4,5.4,0,760.3,0,0,,
6/1/25 17:50,21.9,20.3,20.3,,4.3,,,38,35,5.4,5.4,338,760.3,0,0,,
6/1/25 18:00,21.9,20.3,20.3,,3.9,,,38,34,1.3,1.3,68,760.3,0,0,,
6/1/25 18:10,21.9,20.4,20.4,,3.6,,,38,33,1.8,1.8,225,760.3,0,0,,
6/1/25 18:20,21.9,20.5,20.5,,4.5,,,38,35,1.1,1.1,180,760.3,0,0,,
6/1/25 18:30,21.9,20.5,20.5,,6.5,,,38,40,2,2,338,760.3,0,0,,
6/1/25 18:40,21.9,20.2,20.2,,2.9,,,38,32,1.3,1.3,68,760.4,0,0,,
6/1/25 18:50,21.9,20.1,20.1,,5.3,,,38,38,0,0,22,760.4,0,0,,
6/1/25 19:00,21.9,20,20,,4.4,,,38,36,1.6,1.6,68,760.2,0,0,,
6/1/25 19:10,21.9,19.8,19.8,,3.8,,,37,35,2,2,22,760.4,0,0,,
6/1/25 19:20,22,19.6,19.6,,4.4,,,37,37,1.3,1.3,0,760.4,0,0,,
6/1/25 19:30,21.9,19.5,19.5,,4.4,,,37,37,2.2,2.2,45,760.4,0,0,,
6/1/25 19:40,21.8,19.3,19.3,,4.2,,,37,37,0,0,338,760.4,0,0,,
6/1/25 19:50,21.9,19.2,19.2,,4.1,,,37,37,0,0,0,760.4,0,0,,
6/1/25 20:00,21.8,18.9,18.9,,4.2,,,37,38,0,0,112,760.6,0,0,,
6/1/25 20:10,21.8,18.8,18.8,,4.9,,,37,40,1.6,1.6,0,760.6,0,0,,
6/1/25 20:20,21.7,18.6,18.6,,4.7,,,37,40,0,0,68,760.6,0,0,,
6/1/25 20:30,21.7,18.5,18.5,,5.3,,,37,42,0,0,45,760.6,0,0,,
6/1/25 20:40,21.7,18.2,18.2,,5.4,,,37,43,0,0,45,760.7,0,0,,
6/1/25 20:50,21.7,17.9,17.9,,6,,,37,46,0,0,45,760.7,0,0,,
6/1/25 21:00,21.7,17.3,17.3,,6.5,,,37,49,1.3,1.3,45,760.6,0,0,,
6/1/25 21:10,21.6,16.6,16.6,,6.3,,,37,51,1.1,1.1,45,760.8,0,0,,
6/1/25 21:20,,,,,,,,,,,,,,,,,
6/1/25 21:30,21.4,15.1,15.1,,6.8,,,37,58,0,0,45,760.9,0,0,,
6/1/25 21:40,21.5,14.5,14.5,,6.8,,,36,60,0,0,45,761.1,0,0,,
6/1/25 21:50,21.4,14.1,14.1,,6.4,,,36,60,0,0,45,761.1,0,0,,
6/1/25 22:00,21.3,13.9,13.9,,5.9,,,36,59,1.1,1.1,45,761.2,0,0,,
6/1/25 22:10,21.6,13.8,13.8,,6.8,,,36,63,1.1,1.1,45,761.3,0,0,,
6/1/25 22:20,21.9,13.5,13.5,,7.3,,,36,66,0,0,45,761.3,0,0,,
6/1/25 22:30,21.5,13.2,13.2,,6.9,,,36,66,1.1,1.1,45,761.6,0,0,,
6/1/25 22:40,21.4,13.1,13.1,,7,,,37,67,2.2,2.2,45,761.5,0,0,,
6/1/25 22:50,21.8,12.9,12.9,,7.7,,,37,71,2.5,2.5,45,761.5,0,0,,
6/1/25 23:00,21.3,12.5,12.5,,7.1,,,37,69,3.1,2.7,45,761.7,0,0,,
6/1/25 23:10,21.5,12.2,12.2,,6.8,,,38,70,2,2,45,761.7,0,0,,
6/1/25 23:20,21.7,12,12,,6.8,,,36,71,1.1,1.1,45,761.7,0,0,,
6/1/25 23:30,21.2,12,12,,5.6,,,36,65,2.2,2.2,45,761.8,0,0,,
6/1/25 23:40,21.6,12.2,12.2,,5.3,,,37,63,1.6,1.6,45,761.7,0,0,,
